0.5;0;0;-7;0;-3;0.5;0;;;-7;-3;0.5;0
;1;7.62E-05;-6.9999238;0.008726203;-2.991273797;0.5;-1;;;;;;
;2;0.000304586;-6.999695414;0.017449748;-2.982550252;0.5;-2;;;;;;
;3;0.000685233;-6.999314767;0.026167978;-2.973832022;0.5;-3;;;;;;
;4;0.001217975;-6.998782025;0.034878237;-2.965121763;0.5;-4;;;;;;
;5;0.001902651;-6.998097349;0.043577871;-2.956422129;0.5;-5;;;;;;
;6;0.002739052;-6.997260948;0.052264232;-2.947735768;0.5;-6;;;;;;
;7;0.003726924;-6.996273076;0.060934672;-2.939065328;0.5;-7;;;;;;
;8;0.004865966;-6.995134034;0.06958655;-2.93041345;0.5;-8;;;;;;
;9;0.00615583;-6.99384417;0.078217233;-2.921782767;0.5;-9;;;;;;
;10;0.007596123;-6.992403877;0.086824089;-2.913175911;0.5;-10;;;;;;
;11;0.009186408;-6.990813592;0.095404498;-2.904595502;0.5;-11;;;;;;
;12;0.0109262;-6.9890738;0.103955845;-2.896044155;0.5;-12;;;;;;
;13;0.012814968;-6.987185032;0.112475527;-2.887524473;0.5;-13;;;;;;
;14;0.014852137;-6.985147863;0.120960948;-2.879039052;0.5;-14;;;;;;
;15;0.017037087;-6.982962913;0.129409523;-2.870590477;0.5;-15;;;;;;
;16;0.019369152;-6.980630848;0.137818678;-2.862181322;0.5;-16;;;;;;
;17;0.021847622;-6.978152378;0.146185852;-2.853814148;0.5;-17;;;;;;
;18;0.024471742;-6.975528258;0.154508497;-2.845491503;0.5;-18;;;;;;
;19;0.027240712;-6.972759288;0.162784077;-2.837215923;0.5;-19;;;;;;
;20;0.03015369;-6.96984631;0.171010072;-2.828989928;0.5;-20;;;;;;
;21;0.033209787;-6.966790213;0.179183975;-2.820816025;0.5;-21;;;;;;
;22;0.036408073;-6.963591927;0.187303297;-2.812696703;0.5;-22;;;;;;
;23;0.039747573;-6.960252427;0.195365564;-2.804634436;0.5;-23;;;;;;
;24;0.043227271;-6.956772729;0.203368322;-2.796631678;0.5;-24;;;;;;
;25;0.046846106;-6.953153894;0.211309131;-2.788690869;0.5;-25;;;;;;
;26;0.050602977;-6.949397023;0.219185573;-2.780814427;0.5;-26;;;;;;
;27;0.054496738;-6.945503262;0.22699525;-2.77300475;0.5;-27;;;;;;
;28;0.058526204;-6.941473796;0.234735781;-2.765264219;0.5;-28;;;;;;
